,Country Name,Control of Corruption: Estimate,Multilateral debt service (% of public and publicly guaranteed debt service),"Access to clean fuels and technologies for cooking, rural (% of rural population)","Access to clean fuels and technologies for cooking, urban (% of urban population)",Access to clean fuels and technologies for cooking (% of population),"Access to electricity, rural (% of rural population)","Access to electricity, urban (% of urban population)",Access to electricity (% of population),Compensation of employees (current LCU),Compensation of employees (% of expense),Adjusted savings: education expenditure (current US$),Adjusted net national income per capita (current US$),Terms of trade adjustment (constant LCU),Adequacy of social protection and labor programs (% of total welfare of beneficiary households),Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households),Adequacy of social safety net programs (% of total welfare of beneficiary households),Adequacy of social insurance programs (% of total welfare of beneficiary households),Political Stability and Absence of Violence/Terrorism: Estimate,"Literacy rate, youth female (% of females ages 15-24)","Literacy rate, youth (ages 15-24), gender parity index (GPI)","Literacy rate, youth male (% of males ages 15-24)","Literacy rate, youth total (% of people ages 15-24)","Literacy rate, adult female (% of females ages 15 and above)","Literacy rate, adult male (% of males ages 15 and above)","Literacy rate, adult total (% of people ages 15 and above)","Compulsory education, duration (years)","Children out of school, primary","Children out of school, primary, female","Children out of school, female (% of female primary school age)","Children out of school, primary, male","Children out of school, male (% of male primary school age)",Children out of school (% of primary school age),"Adolescents out of school, female (% of female lower secondary school age)","Adolescents out of school, male (% of male lower secondary school age)",Adolescents out of school (% of lower secondary school age),Expenditure on primary education (% of government expenditure on education),Expenditure on secondary education (% of government expenditure on education),Expenditure on tertiary education (% of government expenditure on education),People using at least basic drinking water services (% of population),People using safely managed drinking water services (% of population),"Community health workers (per 1,000 people)",Pregnant women receiving prenatal care (%),People using at least basic sanitation services (% of population),Births attended by skilled health staff (% of total),Current health expenditure (% of GDP),Current health expenditure per capita (current US$),Proportion of people living below 50 percent of median income (%),Multidimensional poverty headcount ratio (UNDP) (% of population),Multidimensional poverty headcount ratio (World Bank) (% of population),"Employers, female (% of female employment) (modeled ILO estimate)","Employers, male (% of male employment) (modeled ILO estimate)","Employers, total (% of total employment) (modeled ILO estimate)","Wage and salaried workers, female (% of female employment) (modeled ILO estimate)","Wage and salaried workers, male (% of male employment) (modeled ILO estimate)","Wage and salaried workers, total (% of total employment) (modeled ILO estimate)","Children in employment, study and work, female (% of female children in employment, ages 7-14)","Children in employment, study and work, male (% of male children in employment, ages 7-14)","Children in employment, study and work (% of children in employment, ages 7-14)","Children in employment, work only, female (% of female children in employment, ages 7-14)","Children in employment, work only, male (% of male children in employment, ages 7-14)","Children in employment, work only (% of children in employment, ages 7-14)","Children in employment, total (% of children ages 7-14)",Unemployment with advanced education (% of total labor force with advanced education),Unemployment with basic education (% of total labor force with basic education),Unemployment with intermediate education (% of total labor force with intermediate education),"Unemployment, total (% of total labor force) (national estimate)","Children in employment, wage workers, female (% of female children in employment, ages 7-14)","Children in employment, wage workers, male (% of male children in employment, ages 7-14)","Children in employment, wage workers (% of children in employment, ages 7-14)","Adolescent fertility rate (births per 1,000 women ages 15-19)",Wanted fertility rate (births per woman),Women who were first married by age 15 (% of women ages 20-24),Women who were first married by age 18 (% of women ages 20-24),Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),Age dependency ratio (% of working-age population),"Age dependency ratio, old (% of working-age population)","Age dependency ratio, young (% of working-age population)",Urban population (% of total population)
31,Brunei Darussalam,55.708333333333336,,1.0,1.0,1.0,1.0,1.0,1.0,,,121.45833333333333,34.958333333333336,76.45833333333333,,,,,19.041666666666668,47.291666666666664,63.666666666666664,51.458333333333336,47.25,68.04166666666667,62.291666666666664,62.958333333333336,108.04166666666667,19.0,33.166666666666664,72.875,38.458333333333336,87.375,33.583333333333336,28.291666666666668,46.875,48.916666666666664,157.08333333333334,16.833333333333332,71.66666666666667,38.333333333333336,,,32.541666666666664,115.58333333333333,41.083333333333336,233.79166666666666,65.25,,,,94.91666666666667,145.75,134.875,22.416666666666668,9.0,11.958333333333334,,,,,,,,90.83333333333333,108.04166666666667,87.66666666666667,127.20833333333333,,,,55.333333333333336,,,,,40.208333333333336,45.208333333333336,112.125,71.08333333333333
32,Bulgaria,100.91666666666667,69.16666666666667,,,,146.75,152.16666666666666,133.83333333333334,108.83333333333333,125.83333333333333,75.04166666666667,88.41666666666667,87.20833333333333,34.0,21.791666666666668,32.708333333333336,36.041666666666664,89.75,92.66666666666667,110.125,81.75,86.08333333333333,37.416666666666664,38.375,36.291666666666664,70.0,69.83333333333333,73.04166666666667,79.16666666666667,67.08333333333333,71.66666666666667,79.33333333333333,72.125,59.625,73.125,184.04166666666666,40.875,137.33333333333334,55.875,48.458333333333336,,,131.75,90.04166666666667,72.16666666666667,86.58333333333333,102.08333333333333,,57.458333333333336,76.41666666666667,86.66666666666667,91.16666666666667,34.458333333333336,29.416666666666668,30.25,,,,,,,,66.0,189.95833333333334,101.125,154.08333333333334,,,,133.0,,,,,96.54166666666667,256.7083333333333,11.666666666666666,79.41666666666667
33,Burkina Faso,102.875,112.25,206.54166666666666,198.0,204.91666666666666,250.375,248.25,253.0,33.583333333333336,26.583333333333332,122.58333333333333,210.20833333333334,83.08333333333333,37.458333333333336,,32.833333333333336,75.54166666666667,143.5,198.45833333333334,189.95833333333334,200.125,199.54166666666666,195.58333333333334,199.0,198.25,62.0,183.45833333333334,174.29166666666666,180.08333333333334,173.91666666666666,181.04166666666666,188.25,175.83333333333334,179.58333333333334,186.45833333333334,6.166666666666667,188.20833333333334,166.66666666666666,240.79166666666666,,54.333333333333336,136.95833333333334,247.79166666666666,199.75,151.875,221.41666666666666,64.83333333333333,,149.41666666666666,195.33333333333334,196.5,200.58333333333334,224.58333333333334,231.66666666666666,231.0,12.333333333333334,8.083333333333334,6.583333333333333,85.66666666666667,89.91666666666667,91.41666666666667,90.375,165.83333333333334,72.95833333333333,100.91666666666667,56.166666666666664,15.958333333333334,13.208333333333334,12.458333333333334,247.83333333333334,72.75,98.625,131.91666666666666,56.208333333333336,252.33333333333334,31.541666666666668,252.70833333333334,241.08333333333334
34,Burundi,182.70833333333334,125.0,229.33333333333334,233.58333333333334,235.20833333333334,257.6666666666667,247.25,261.2083333333333,35.083333333333336,24.625,165.04166666666666,231.54166666666666,112.91666666666667,,,,,189.375,162.875,158.41666666666666,158.04166666666666,157.16666666666666,161.58333333333334,168.08333333333334,165.875,,153.29166666666666,139.33333333333334,130.79166666666666,145.75,145.16666666666666,150.375,148.08333333333334,152.25,159.625,44.083333333333336,140.29166666666666,77.20833333333333,235.20833333333334,,58.5,77.125,204.625,203.95833333333334,64.58333333333333,234.875,32.0,107.0,158.54166666666666,217.5,210.54166666666666,218.70833333333334,227.875,218.875,222.91666666666666,34.875,37.166666666666664,38.958333333333336,63.125,60.833333333333336,59.041666666666664,66.20833333333333,174.79166666666666,38.708333333333336,125.875,22.375,43.583333333333336,40.541666666666664,42.75,184.625,53.0,60.833333333333336,67.375,21.875,252.95833333333334,17.166666666666668,254.29166666666666,262.75
35,Cabo Verde,45.625,95.5,135.45833333333334,120.25,124.375,181.79166666666666,197.75,182.625,94.29166666666667,46.625,168.29166666666666,142.04166666666666,81.0,84.5,32.25,59.333333333333336,28.041666666666668,48.708333333333336,92.875,22.666666666666668,101.41666666666667,95.54166666666667,121.91666666666667,111.83333333333333,119.29166666666667,132.0,71.70833333333333,60.666666666666664,117.125,60.583333333333336,123.04166666666667,132.875,100.45833333333333,101.54166666666667,109.70833333333333,67.0,75.20833333333333,143.83333333333334,188.20833333333334,,50.125,50.041666666666664,182.79166666666666,138.125,151.5,149.58333333333334,124.75,,90.54166666666667,31.083333333333332,56.666666666666664,47.75,145.625,112.625,128.83333333333334,,,,,,,,159.375,164.45833333333334,135.5,201.70833333333334,,,,196.375,,48.0,35.583333333333336,,143.54166666666666,131.25,167.70833333333334,114.83333333333333
36,Cambodia,182.625,91.875,180.875,178.33333333333334,187.95833333333334,214.20833333333334,193.0,219.16666666666666,13.5,49.083333333333336,142.70833333333334,195.83333333333334,157.375,98.16666666666667,,,100.0,125.91666666666667,145.25,98.91666666666667,121.79166666666667,137.29166666666666,132.04166666666666,122.33333333333333,130.79166666666666,,135.79166666666666,130.79166666666666,102.0,133.08333333333334,100.70833333333333,104.54166666666667,138.54166666666666,133.66666666666666,145.91666666666666,20.791666666666668,88.45833333333333,206.08333333333334,214.20833333333334,147.25,53.291666666666664,138.54166666666666,213.25,185.0,85.91666666666667,185.0,,61.0,,230.83333333333334,233.08333333333334,233.125,169.875,171.33333333333334,174.45833333333334,47.625,49.208333333333336,52.0,50.375,48.791666666666664,46.0,66.20833333333333,25.583333333333332,9.375,7.75,23.333333333333332,63.291666666666664,48.375,55.375,152.875,32.125,55.041666666666664,70.75,21.208333333333332,147.45833333333334,64.83333333333333,169.79166666666666,249.33333333333334
37,Cameroon,181.45833333333334,46.041666666666664,198.25,186.70833333333334,182.45833333333334,225.83333333333334,203.16666666666666,208.0,22.458333333333332,60.333333333333336,102.25,177.20833333333334,66.79166666666667,75.58333333333333,,51.833333333333336,74.375,158.91666666666666,128.0,166.75,146.79166666666666,151.54166666666666,143.125,141.54166666666666,142.75,218.33333333333334,161.75,158.29166666666666,146.91666666666666,135.16666666666666,78.16666666666667,134.33333333333334,163.625,160.58333333333334,170.70833333333334,101.625,6.958333333333333,187.16666666666666,220.16666666666666,,,144.75,211.66666666666666,199.08333333333334,198.91666666666666,194.20833333333334,118.29166666666667,82.0,122.45833333333333,107.0,129.70833333333334,131.79166666666666,208.33333333333334,195.08333333333334,203.04166666666666,31.958333333333332,41.083333333333336,42.666666666666664,66.04166666666667,56.916666666666664,55.333333333333336,80.04166666666667,174.125,50.958333333333336,105.375,69.375,36.0,33.208333333333336,34.625,248.66666666666666,56.916666666666664,124.95833333333333,119.66666666666667,60.25,238.20833333333334,49.333333333333336,240.16666666666666,148.83333333333334
38,Canada,12.208333333333334,,1.0,1.0,1.0,1.0,1.0,1.0,74.625,181.45833333333334,8.625,18.375,113.58333333333333,,,,,32.291666666666664,,,,,,,,62.0,101.95833333333333,93.79166666666667,33.416666666666664,90.08333333333333,28.625,49.958333333333336,,,7.125,,154.625,9.375,58.833333333333336,24.75,,1.0,37.25,94.75,21.5,15.583333333333334,78.625,,,41.041666666666664,33.875,44.375,48.333333333333336,44.458333333333336,45.208333333333336,,,,,,,,98.41666666666667,163.41666666666666,98.25,130.79166666666666,,,,36.083333333333336,,,,,61.916666666666664,220.375,42.541666666666664,49.375
39,Caribbean small states,,,81.08333333333333,99.70833333333333,86.16666666666667,152.04166666666666,163.70833333333334,156.95833333333334,,,,63.875,,,,,,,101.375,8.291666666666666,115.875,107.91666666666667,74.33333333333333,108.16666666666667,94.66666666666667,,,,,,,,,,,,,,115.75,,,110.125,123.375,135.29166666666666,134.58333333333334,76.79166666666667,,,,100.16666666666667,92.41666666666667,93.45833333333333,75.625,83.79166666666667,78.20833333333333,,,,,,,,,,,,,,,174.91666666666666,,,,,113.83333333333333,149.41666666666666,138.375,171.125
40,Cayman Islands,42.208333333333336,,,,,1.0,1.0,1.0,,,,,,,,,,25.833333333333332,80.41666666666667,115.95833333333333,53.375,63.5,26.875,39.25,28.375,22.416666666666668,18.625,11.333333333333334,82.54166666666667,6.291666666666667,59.375,101.66666666666667,62.708333333333336,78.66666666666667,72.16666666666667,38.916666666666664,6.791666666666667,,112.41666666666667,,,,140.83333333333334,1.0,,,,,,,,,,,,,,,,,,,48.125,108.66666666666667,78.375,80.91666666666667,,,,88.25,,,,,5.208333333333333,110.625,34.708333333333336,1.0
41,Central African Republic,182.25,80.25,233.25,232.04166666666666,231.45833333333334,255.29166666666666,258.6666666666667,257.3333333333333,69.54166666666667,24.708333333333332,185.79166666666666,223.125,42.125,,,,,192.54166666666666,199.625,195.375,192.16666666666666,195.875,189.29166666666666,181.04166666666666,187.04166666666666,62.0,159.125,151.83333333333334,180.875,141.20833333333334,158.66666666666666,184.16666666666666,180.83333333333334,177.83333333333334,189.25,22.625,167.45833333333334,49.916666666666664,247.04166666666666,162.75,43.083333333333336,184.33333333333334,248.91666666666666,235.70833333333334,135.33333333333334,229.75,149.08333333333334,108.0,,220.16666666666666,188.70833333333334,199.125,232.79166666666666,233.54166666666666,233.45833333333334,20.166666666666668,37.291666666666664,27.833333333333332,77.83333333333333,60.708333333333336,70.16666666666667,87.83333333333333,,,,,14.25,28.458333333333332,22.541666666666668,259.4583333333333,,134.625,136.58333333333334,,253.08333333333334,14.208333333333334,255.25,193.79166666666666
42,Central Europe and the Baltics,,,1.0,1.0,1.0,113.125,120.41666666666667,103.375,,140.04166666666666,,59.666666666666664,,,,,,,42.833333333333336,72.41666666666667,40.083333333333336,38.541666666666664,21.5,22.208333333333332,20.75,69.58333333333333,,,,,,,,,,181.04166666666666,58.458333333333336,88.625,80.75,59.25,,,99.91666666666667,70.29166666666667,88.29166666666667,60.708333333333336,,,,85.95833333333333,109.29166666666667,109.04166666666667,67.95833333333333,65.04166666666667,66.04166666666667,,,,,,,,74.16666666666667,182.0,118.5,144.08333333333334,,,,75.95833333333333,,,,,61.041666666666664,227.5,27.291666666666668,113.91666666666667
43,Chad,196.875,79.95833333333333,215.875,208.66666666666666,214.33333333333334,252.04166666666666,258.7916666666667,260.0833333333333,,,155.75,216.04166666666666,100.04166666666667,53.958333333333336,,43.708333333333336,64.625,184.08333333333334,203.29166666666666,200.20833333333334,200.04166666666666,200.5,199.58333333333334,198.83333333333334,199.16666666666666,103.91666666666667,175.0,167.875,180.91666666666666,161.375,167.58333333333334,184.25,182.58333333333334,179.875,190.83333333333334,42.5,131.20833333333334,75.25,254.125,165.0,68.41666666666667,197.95833333333334,258.1666666666667,245.875,155.25,216.29166666666666,96.04166666666667,109.0,159.125,217.75,214.875,217.0,233.33333333333334,231.66666666666666,232.79166666666666,16.791666666666668,22.916666666666668,18.25,81.20833333333333,75.08333333333333,79.75,89.95833333333333,140.125,12.291666666666666,23.5,9.333333333333334,37.125,31.416666666666668,34.25,262.4166666666667,79.75,135.79166666666666,138.79166666666666,73.95833333333333,262.0416666666667,20.0,262.5,247.95833333333334
44,Channel Islands,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.875,63.25,70.66666666666667,48.125,46.458333333333336,47.375,,,,,,,,,,,,,,,61.875,,,,,53.083333333333336,225.58333333333334,28.333333333333332,225.45833333333334
45,Chile,28.208333333333332,,1.0,1.0,1.0,64.45833333333333,60.875,66.04166666666667,8.291666666666666,144.79166666666666,41.333333333333336,63.375,76.41666666666667,71.91666666666667,25.416666666666668,62.791666666666664,62.666666666666664,77.875,54.791666666666664,56.291666666666664,57.083333333333336,52.25,52.333333333333336,68.08333333333333,58.416666666666664,41.208333333333336,117.70833333333333,110.83333333333333,73.16666666666667,101.83333333333333,56.208333333333336,81.95833333333333,45.958333333333336,37.583333333333336,54.166666666666664,116.75,111.5,96.75,60.208333333333336,37.625,,,44.875,38.875,63.125,56.208333333333336,110.91666666666667,,33.666666666666664,59.708333333333336,93.70833333333333,83.58333333333333,84.41666666666667,75.58333333333333,78.58333333333333,82.0,86.5,87.58333333333333,16.0,11.0,10.416666666666666,13.75,103.79166666666667,108.66666666666667,119.08333333333333,156.08333333333334,,,,134.95833333333334,,,,,60.25,188.29166666666666,84.0,32.791666666666664
46,China,115.41666666666667,36.291666666666664,130.54166666666666,136.0,134.0,57.208333333333336,22.291666666666668,57.125,,,5.625,111.95833333333333,,23.541666666666668,,99.08333333333333,9.791666666666666,141.75,51.541666666666664,104.33333333333333,38.333333333333336,44.0,84.625,61.416666666666664,73.58333333333333,108.04166666666667,,,,,,,,,,,,,155.79166666666666,,14.125,75.20833333333333,147.625,56.666666666666664,162.95833333333334,125.875,111.0,40.0,,54.958333333333336,65.91666666666667,66.20833333333333,138.66666666666666,148.58333333333334,143.41666666666666,,,,,,,,60.458333333333336,38.416666666666664,109.41666666666667,72.375,,,,50.5,,12.666666666666666,11.375,,20.041666666666668,181.125,57.25,154.375
47,Colombia,111.29166666666667,52.166666666666664,125.95833333333333,95.16666666666667,105.25,128.125,87.0,114.04166666666667,5.041666666666667,162.125,39.166666666666664,101.375,92.16666666666667,57.291666666666664,,63.958333333333336,45.5,182.16666666666666,68.25,28.875,84.29166666666667,78.875,63.833333333333336,86.54166666666667,73.66666666666667,44.208333333333336,102.70833333333333,126.20833333333333,63.125,118.5,58.458333333333336,57.583333333333336,55.166666666666664,66.70833333333333,73.875,83.0,81.83333333333333,92.91666666666667,115.875,92.875,,77.04166666666667,127.41666666666667,102.95833333333333,76.875,97.83333333333333,151.95833333333334,44.0,90.5,46.916666666666664,71.125,64.04166666666667,134.08333333333334,147.45833333333334,141.04166666666666,65.83333333333333,50.666666666666664,51.625,32.166666666666664,46.75,46.333333333333336,19.458333333333332,173.0,124.79166666666667,173.45833333333334,191.41666666666666,64.54166666666667,64.16666666666667,65.29166666666667,196.83333333333334,4.125,77.91666666666667,76.91666666666667,43.791666666666664,81.08333333333333,132.75,121.29166666666667,59.375
48,Comoros,159.75,105.08333333333333,205.95833333333334,218.5,215.91666666666666,190.25,179.66666666666666,198.25,,,187.5,169.79166666666666,73.04166666666667,88.20833333333333,,,94.91666666666667,130.58333333333334,160.04166666666666,136.95833333333334,167.54166666666666,163.33333333333334,158.75,168.08333333333334,163.58333333333334,218.33333333333334,99.41666666666667,91.16666666666667,154.91666666666666,86.33333333333333,152.70833333333334,164.25,134.33333333333334,144.0,146.5,28.625,118.45833333333333,189.41666666666666,180.54166666666666,,,136.70833333333334,220.29166666666666,180.16666666666666,119.54166666666667,173.29166666666666,130.20833333333334,74.0,113.41666666666667,124.58333333333333,167.20833333333334,154.70833333333334,175.83333333333334,158.58333333333334,167.875,,,,,,,,112.0,84.0,128.625,101.25,,,,196.08333333333334,49.166666666666664,113.08333333333333,100.54166666666667,24.75,231.08333333333334,108.33333333333333,227.5,233.5
